Id,Probability
423,0.2872049
424,0.02686579
425,0.094840944
426,0.08847752
427,0.16932364
428,0.17213593
429,0.5682759
430,0.117664725
431,0.8015536
432,0.07921791
433,0.18081895
434,0.117752165
435,0.168253
436,0.30512303
437,0.51984394
438,0.68866223
439,0.13552412
440,0.3191265
441,0.17783989
442,0.31968787
443,0.2667637
444,0.049786843
445,0.29064122
446,0.8426703
447,0.103169
448,0.68034065
449,0.42162952
450,0.12202725
451,0.22920771
452,0.067985825
453,0.61641014
454,0.21932906
455,0.32703373
456,0.20732024
457,0.46352562
458,0.10664293
459,0.5971407
460,0.15393108
461,0.1829499
462,0.46308136
463,0.15859422
464,0.4694443
465,0.37177768
466,0.10293371
467,0.16779909
468,0.21737802
469,0.10272377
470,0.7601178
471,0.071464434
472,0.16400407
473,0.85081744
474,0.36792946
475,0.21457417
476,0.12453336
477,0.062108424
478,0.16653289
479,0.1823755
480,0.10483262
481,0.4607011
482,0.061556347
483,0.31771576
484,0.35880005
485,0.09295534
486,0.7541042
487,0.40364563
488,0.35988158
489,0.7825994
490,0.20072903
491,0.14128381
492,0.24808085
493,0.8779521
494,0.17246346
495,0.8743821
496,0.07157203
497,0.1726059
498,0.15553688
499,0.629513
500,0.11046115
501,0.18703641
502,0.15596725
503,0.26302037
504,0.23133497
505,0.13866492
506,0.6376099
507,0.44970793
508,0.093892545
509,0.11692348
510,0.15516323
511,0.1741589
512,0.71427023
513,0.2804788
514,0.16730227
515,0.17430705
516,0.83323234
517,0.151474
518,0.16566665
519,0.1189368
520,0.14982516
521,0.1157369
522,0.102683686
523,0.5115439
524,0.343935
525,0.3355425
526,0.91122514
527,0.60999334
528,0.13906677
529,0.53255713
530,0.14058244
531,0.11419901
532,0.06768615
533,0.14099255
534,0.035692744
535,0.14709556
536,0.07300899
537,0.1778453
538,0.4465976
539,0.18845223
540,0.10716455
541,0.1492305
542,0.18537353
543,0.7183044
544,0.63242435
545,0.2785743
546,0.11087533
547,0.30504492
548,0.08144537
549,0.07933881
550,0.40681106
551,0.7402736
552,0.47083429
553,0.13040462
554,0.15539645
555,0.5182723
556,0.15672614
557,0.25480196
558,0.20574112
559,0.3682898
560,0.21074972
561,0.09617646
562,0.10756169
563,0.5698471
564,0.2944215
565,0.6977967
566,0.11355777
567,0.09149026
568,0.28177732
569,0.9425382
570,0.31352028
571,0.7005166
572,0.17307438
573,0.17999229
574,0.5747496
575,0.3975065
576,0.10799349
577,0.28851658
578,0.11537666
579,0.65523803
580,0.11206961
581,0.15399516
582,0.20256436
583,0.11899401
584,0.25076008
585,0.31329125
586,0.10882281
587,0.12947826
588,0.46318993
589,0.17342693
590,0.17659879
591,0.5335204
592,0.16594394
593,0.2202765
594,0.120983936
595,0.6866615
596,0.24987477
597,0.18662697
598,0.15791938
599,0.23912363
600,0.16037653
601,0.21016395
602,0.29901704
603,0.14404707
604,0.13411126
605,0.5961083
606,0.14700912
607,0.36886132
608,0.19563277
609,0.7887041
610,0.16853774
611,0.36463633
612,0.11368809
613,0.07160232
614,0.24393189
615,0.18421271
616,0.10968594
617,0.3603196
618,0.123734795
619,0.1438937
620,0.17434615
621,0.110831246
622,0.2890319
623,0.1598764
624,0.5224029
625,0.47657424
626,0.93294203
627,0.7915975
628,0.14493638
629,0.14228198
630,0.66178894
631,0.11003015
632,0.2513031
633,0.06601687
634,0.24563956
635,0.41877744
636,0.03544894
637,0.112184465
638,0.18260324
639,0.5522429
640,0.117837355
641,0.11957505
642,0.92608804
643,0.63043773
644,0.92080307
645,0.5293412
646,0.8814093
647,0.1619405
648,0.55163145
649,0.10076043
650,0.12639496
651,0.8733742
652,0.16045055
653,0.43808502
654,0.8778233
655,0.17112607
656,0.17160639
657,0.15267222
658,0.104496464
659,0.5807675
660,0.6837076
661,0.2291273
662,0.6769189
663,0.66399276
664,0.68603134
665,0.9124033
666,0.10021182
667,0.21890245
668,0.5489126
669,0.91505563
670,0.21555583
671,0.1203608
672,0.56255734
673,0.18765007
674,0.06322778
675,0.83943784
676,0.83236325
677,0.20847942
678,0.18995214
679,0.30590847
680,0.71774197
681,0.3969217
682,0.14500785
683,0.30502567
684,0.16305429
685,0.6787957
686,0.10079738
687,0.10901492
688,0.071631014
689,0.61254305
690,0.18001713
691,0.2108669
692,0.89940995
693,0.20329785
694,0.2235625
695,0.19672328
696,0.1612135
697,0.0627779
698,0.19264773
699,0.7266966
700,0.094470024
701,0.118682906
702,0.72748864
703,0.660678
704,0.93618965
705,0.19926272
706,0.11485153
707,0.2493367
708,0.14836282
709,0.24389362
710,0.11722445
711,0.2594687
712,0.6660384
713,0.16799723
714,0.1612355
715,0.15837854
716,0.9639409
717,0.14303781
718,0.37158105
719,0.19776353
720,0.0588418
721,0.08974445
722,0.2187127
723,0.5401298
724,0.18916892
725,0.83374745
726,0.22248478
727,0.17207158
728,0.18853213
729,0.3162406
730,0.8892774
731,0.15982735
732,0.3149654
733,0.072432265
734,0.14097248
735,0.57730657
736,0.14525574
737,0.43565977
738,0.6985258
739,0.15731496
740,0.12220629
741,0.18009973
742,0.14296935
743,0.320549
744,0.165413
745,0.12842461
746,0.4704477
747,0.11474805
748,0.22405124
749,0.2980097
750,0.31970787
751,0.7078434
752,0.100583255
753,0.11072989
754,0.0688325
755,0.24634106
756,0.1353756
757,0.22507505
758,0.14181791
759,0.13119198
760,0.16570614
761,0.13301395
762,0.23259354
763,0.20862806
764,0.12715329
765,0.19437651
766,0.60667455
767,0.12491302
768,0.43449104
769,0.16320458
770,0.45790425
771,0.13379498
772,0.6713309
773,0.53186524
774,0.10725895
775,0.36424628
776,0.16824926
777,0.62395746
778,0.15417607
779,0.1319291
780,0.8635757
781,0.44399565
782,0.18847764
783,0.19836292
784,0.30545563
785,0.16148673
786,0.56663966
787,0.29092097
788,0.2695133
789,0.52224016
790,0.7778298
791,0.2268725
792,0.8858158
793,0.7572986
794,0.17907159
795,0.85393286
796,0.10863636
797,0.6885334
798,0.16307622
799,0.7671313
800,0.29767588
801,0.11358821
802,0.12154332
803,0.41508597
804,0.17422871
805,0.8623016
806,0.1884853
807,0.12164802
808,0.8295522
809,0.3827852
810,0.2912663
811,0.4408342
812,0.13526493
813,0.29193476
814,0.18620728
815,0.568987
816,0.31378636
817,0.08723169
818,0.21988271
819,0.10091579
820,0.27130505
821,0.2385617
822,0.72706056
823,0.09353787
824,0.08203428
825,0.16129771
826,0.18255953
827,0.3069071
828,0.15157007
829,0.1508562
830,0.24237356
831,0.63234407
832,0.26848614
833,0.68715215
834,0.122512504
835,0.4932295
836,0.3105652
837,0.6741289
838,0.18185663
839,0.6069449
840,0.8990556
841,0.55204755
842,0.25844982
843,0.6348417
844,0.42281386
845,0.9420881
846,0.94286966
847,0.13075893
848,0.08680324
849,0.71165836
850,0.19266985
851,0.26983058
852,0.090393595
853,0.6313471
854,0.2213693
855,0.078179486
856,0.2489623
857,0.29304218
858,0.35214275
859,0.06496382
860,0.50193834
861,0.80888164
862,0.059702914
863,0.14167334
864,0.1427411
865,0.25740355
866,0.12853096
867,0.119469926
868,0.35574642
869,0.26949713
870,0.0960967
871,0.13362162
872,0.30855128
873,0.14134407
874,0.07928183
875,0.08140983
876,0.3286419
877,0.14184654
878,0.22910154
879,0.08279064
880,0.21893747
881,0.17258649
882,0.6681415
883,0.5087472
884,0.44117042
885,0.07129482
886,0.25564578
887,0.5799053
888,0.9223397
889,0.21327782
890,0.3773288
891,0.14206998
892,0.14827853
893,0.9697526
894,0.92945945
895,0.19303365
896,0.2143843
897,0.123377785
898,0.11432984
899,0.22118904
900,0.10590705
901,0.30584672
902,0.34437698
903,0.15698436
904,0.1373533
905,0.12587301
906,0.1661535
907,0.63058317
908,0.62026066
909,0.5292009
910,0.18238752
911,0.062277604
912,0.42592448
913,0.090448275
914,0.15419267
915,0.40439585
916,0.20000127
917,0.30416095
918,0.114139505
919,0.19809519
920,0.2906269
921,0.38792664
922,0.41216958
923,0.617224
924,0.14114939
925,0.12146438
926,0.5217062
927,0.5545945
928,0.20623545
929,0.3358724
930,0.79376066
931,0.9106598
932,0.22025615
933,0.24708642
934,0.44739586
935,0.052699372
936,0.043431032
937,0.10694509
938,0.18643114
939,0.29402184
940,0.048156854
941,0.6102531
942,0.050150562
943,0.38307533
944,0.68547016
945,0.19313686
946,0.17905426
947,0.3374586
948,0.17912792
949,0.19150195
950,0.068162315
951,0.08149244
952,0.683401
953,0.36414975
954,0.07699405
955,0.7875747
956,0.33350173
957,0.1382148
958,0.17760514
959,0.18164895
960,0.11987881
961,0.12284396
962,0.12549222
963,0.11658715
964,0.24211383
965,0.20961176
966,0.28165555
967,0.44882163
968,0.47649238
969,0.7806534
970,0.8819823
971,0.09737593
972,0.88501203
973,0.18771106
974,0.45245275
975,0.13371892
976,0.04445764
977,0.53057104
978,0.2774736
979,0.53263545
980,0.9772776
981,0.090241835
982,0.11275275
983,0.16102412
984,0.061966915
985,0.40588394
986,0.84426916
987,0.11578537
988,0.16044202
989,0.19967543
990,0.19624
991,0.1976301
992,0.03670005
993,0.13575922
994,0.21888235
995,0.08729306
996,0.9458555
997,0.10826549
998,0.30603033
999,0.15548791
1000,0.15128922
1001,0.05182833
1002,0.52834874
1003,0.21230777
1004,0.20193629
1005,0.27165863
1006,0.11975709
1007,0.2911861
1008,0.10826768
1009,0.18571986
1010,0.15317254
1011,0.17904082
1012,0.1510634
1013,0.1590682
1014,0.6482469
1015,0.15146922
1016,0.67312694
1017,0.044457316
1018,0.6362877
1019,0.20181313
1020,0.081154265
1021,0.15882425
1022,0.34195775
1023,0.21307273
1024,0.7760097
1025,0.21966897
1026,0.1133305
1027,0.21081588
1028,0.11247252
1029,0.05680332
1030,0.09723897
1031,0.11890855
1032,0.23704848
1033,0.14202304
1034,0.20511414
1035,0.09587108
1036,0.18487824
1037,0.099284895
1038,0.10189043
1039,0.12777632
1040,0.08989038
1041,0.57052577
1042,0.82141083
1043,0.16281796
1044,0.39864725
1045,0.20230004
1046,0.16890842
1047,0.1461782
1048,0.1937167
1049,0.19571263
1050,0.15414329
1051,0.1490844
1052,0.41350082
1053,0.6761987
1054,0.052233428
1055,0.5259048
1056,0.074416466
1057,0.071468234
1058,0.26960707
1059,0.61906123
1060,0.42614862
1061,0.40655988
1062,0.49784437
1063,0.13410747
1064,0.16076519
1065,0.54693496
1066,0.48520434
1067,0.20717308
1068,0.0984238
1069,0.16865568
1070,0.15026498
1071,0.13717797
1072,0.41580576
1073,0.9053821
1074,0.1801429
1075,0.18856934
1076,0.66034734
1077,0.19571616
1078,0.15361416
1079,0.70729697
1080,0.25980666
1081,0.34526968
1082,0.68912184
1083,0.15269266
1084,0.42155874
1085,0.26628205
1086,0.08723911
1087,0.18142985
1088,0.65462655
1089,0.8353158
1090,0.15688972
1091,0.14836964
1092,0.08863672
1093,0.6010978
1094,0.15523292
1095,0.6781926
1096,0.5178987
1097,0.16410248
1098,0.51858556
1099,0.56861234
1100,0.35837513
1101,0.23829925
1102,0.13849702
1103,0.265412
1104,0.093646504
1105,0.31354302
1106,0.43205896
1107,0.062395103
1108,0.65304685
1109,0.55186725
1110,0.14513849
1111,0.19195253
1112,0.14000061
1113,0.21685155
1114,0.21395408
1115,0.14997362
1116,0.2602183
1117,0.55830467
1118,0.8855991
1119,0.20979455
1120,0.29677555
1121,0.29014054
1122,0.12626743
1123,0.1739186
1124,0.49569255
1125,0.19112343
1126,0.66191185
1127,0.13974848
1128,0.76018214
1129,0.32775632
1130,0.21700557
1131,0.18186711
1132,0.94061583
1133,7.1912275e-08
1134,0.6394125
1135,0.7523308
1136,0.34411052
1137,0.13350163
1138,0.093812995
1139,0.2027158
1140,0.14335272
1141,0.19315942
1142,0.14540868
1143,0.6583635
1144,0.8671273
1145,0.3511129
1146,0.2534171
1147,0.4635188
1148,0.18212031
1149,0.2807049
1150,0.156293
1151,0.19058631
1152,0.4945818
1153,0.063649826
1154,0.13919659
1155,0.7048055
1156,0.113971956
1157,0.9135226
1158,0.8811405
1159,0.48519304
1160,0.14169809
1161,0.8995421
1162,0.50008684
1163,0.3461815
1164,0.26687416
1165,0.5414599
1166,0.20109886
1167,0.93280673
1168,0.09695061
1169,0.16186525
1170,0.2526741
1171,0.9071802
1172,0.17504556
1173,0.16282155
1174,0.26161426
1175,0.27122253
1176,0.95485485
1177,0.9328432
1178,0.6639788
1179,0.15134826
1180,0.61317325
1181,0.92797273
1182,0.25379083
1183,0.3921227
1184,0.8732916
1185,0.3095533
1186,0.63909733
1187,0.5607816
1188,0.8951129
1189,0.4612533
1190,0.11800582
1191,0.97062093
1192,0.078128934
1193,0.92950094
1194,0.39531666
1195,0.67679083
1196,0.10192077
1197,0.10400998
1198,0.12473402
1199,0.47651663
1200,0.49147663
1201,0.32201493
1202,0.10508074
1203,0.09820425
1204,0.0576668
1205,0.17742492
1206,0.115601845
1207,0.96044934
1208,0.37518388
1209,0.66381
1210,0.2029958
1211,0.48516
1212,0.92648906
1213,0.091826856
1214,0.056593
1215,0.9560277
1216,0.20047638
1217,0.47479898
1218,0.09112934
1219,0.43202585
1220,0.16929188
1221,0.37286943
1222,0.2828449
1223,0.60177314
1224,0.0935793
1225,0.59243274
1226,0.22803053
1227,0.13845594
1228,0.41108933
1229,0.9459198
1230,0.9611837
1231,0.15291937
1232,0.6923543
1233,0.2188032
1234,0.9851904
1235,0.98291576
1236,0.13210587
1237,0.3964105
1238,0.97047323
1239,0.53749835
1240,0.22992271
1241,0.07617657
1242,0.22154391
1243,0.13160227
1244,0.21064307
1245,0.42006847
1246,0.69295394
1247,0.19746865
1248,0.061856113
1249,0.4937776
1250,0.15187222
1251,0.7105784
1252,0.47565314
1253,0.076940216
1254,0.59455246
1255,0.34529805
1256,0.5342689
1257,0.27097964
1258,0.2042564
1259,0.12643819
1260,0.78131235
1261,0.2916991
1262,0.5858602
1263,0.54875875
1264,0.11972508
1265,0.09646372
1266,0.21213758
1267,0.39658415
1268,0.34445408
1269,0.2380726
1270,0.24713333
1271,0.0832007
1272,0.79243666
1273,0.59536624
1274,0.51620096
1275,0.88000524
1276,0.9398191
1277,0.21849893
1278,0.8889096
1279,0.21472138
1280,0.10778219
1281,0.7836077
1282,0.09048175
1283,0.35782707
1284,0.524644
1285,0.088465095
1286,0.08890411
1287,0.18509167
1288,0.6374498
1289,0.19190997
1290,0.2835636
1291,0.20396873
1292,0.67678416
1293,0.3462331
1294,0.93402857
1295,0.34938297
1296,0.12491813
1297,0.3447148
1298,0.03152224
1299,0.10540435
1300,0.68552375
1301,0.1309663
1302,0.17572577
1303,0.70444286
1304,0.5629982
1305,0.13274194
1306,0.09740329
1307,0.43094048
1308,0.04865864
1309,0.27098492
1310,0.52701825
1311,0.11093979
1312,0.19161128
1313,0.4405509
1314,0.20058876
1315,0.48215467
1316,0.17128524
1317,0.8726724
1318,0.14585733
1319,0.119015455
1320,0.15541856
1321,0.04146675
1322,0.23954146
1323,0.4042644
1324,0.38644654
1325,0.45263195
1326,0.15321016
1327,0.18772385
1328,0.2730308
1329,0.5559277
1330,0.1312804
1331,0.3346247
1332,0.069082744
1333,0.29477733
1334,0.23870285
1335,0.5067004
1336,0.6293466
1337,0.111180454
1338,0.44644803
1339,0.8846618
1340,0.30126092
1341,0.13723017
1342,0.15846804
1343,0.13058238
1344,0.28432813
1345,0.15752095
1346,0.16997327
1347,0.4112779
1348,0.68324196
1349,0.8442508
1350,0.15797542
1351,0.28421548
1352,0.29498124
1353,0.09200938
1354,0.17656717
1355,0.10699692
1356,0.18710831
1357,0.46317303
1358,0.13252841
1359,0.30876747
1360,0.07836513
1361,0.603531
1362,0.047829162
1363,0.10133769
1364,0.17178218
1365,0.37191203
1366,0.09276409
1367,0.06803274
1368,0.74073434
1369,0.922299
1370,0.09591188
1371,0.5487319
1372,0.07960306
1373,0.17316273
1374,0.44320557
1375,0.44935352
1376,0.18019275
1377,0.5293316
1378,0.14592546
1379,0.084543325
1380,0.064415194
1381,0.6360445
1382,0.6376271
1383,0.25250238
1384,0.09953433
1385,0.1251723
1386,0.13411872
1387,0.23947597
1388,0.60919374
1389,0.51870275
1390,0.47677687
1391,0.18851772
1392,0.22084518
1393,0.3721534
1394,0.6597153
1395,0.23620398
1396,0.18334486
1397,0.30691803
1398,0.17829157
1399,0.6663884
1400,0.48835972
1401,0.18242568
1402,0.13597785
1403,0.20591526
1404,0.5792722
1405,0.18809275
1406,0.15830898
1407,0.40646392
1408,0.24771209
1409,0.2177733
1410,0.15558037
1411,0.19586477
1412,0.1328117
1413,0.17245467
1414,0.20059267
1415,0.17264879
1416,0.22809032
1417,0.21157458
1418,0.08992045
1419,0.93718356
1420,0.32128337
1421,0.23192869
1422,0.5346006
1423,0.07733219
1424,0.4514333
1425,0.1230068
1426,0.12923948
1427,0.14264894
1428,0.20662318
1429,0.24004228
1430,0.14357868
1431,0.5929775
1432,0.12032638
1433,0.23326415
1434,0.08406789
1435,0.1894103
1436,0.95545614
1437,0.25580847
1438,0.08105999
1439,0.21206313
1440,0.85202533
1441,0.1438529
1442,0.17451987
1443,0.053052943
1444,0.15489739
1445,0.115497746
1446,0.920833
1447,0.5845728
1448,0.15675882
1449,0.073058635
1450,0.08167162
1451,0.67902505
1452,0.1984085
1453,0.12590484
1454,0.10371222
1455,0.24976523
1456,0.81284785
1457,0.22364703
1458,0.13452189
1459,0.11338828
1460,0.22729798
1461,0.20258561
1462,0.09388058
1463,0.5919971
1464,0.08784411
1465,0.15867199
1466,0.13393393
1467,0.4889913
1468,0.061548088
1469,0.6882174
1470,0.13701385
1471,0.660743
1472,0.19296189
1473,0.15806885
1474,0.14334498
1475,0.81949866
1476,0.64728594
1477,0.24358621
1478,0.10453681
1479,0.49285573
1480,0.15783416
1481,0.10769065
1482,0.5273478
1483,0.05460383
1484,0.23105405
1485,0.88250715
1486,0.90489256
1487,0.32864445
1488,0.14666548
1489,0.47381544
1490,0.17917503
1491,0.38408172
1492,0.3151739
1493,0.16605668
1494,0.26685795
1495,0.67374116
1496,0.18542226
1497,0.11951126
1498,0.75244033
1499,0.19155748
1500,0.12027936
1501,0.6543174
1502,0.36512193
1503,0.58879685
1504,0.518514
1505,0.10105154
1506,0.5609646
1507,0.23915595
1508,0.29904768
1509,0.3200135
1510,0.21320853
1511,0.08756594
1512,0.2618983
1513,0.1937928
1514,0.13961066
1515,0.14865947
1516,0.1016589
1517,0.7617196
1518,0.59792405
1519,0.16275336
1520,0.22214645
1521,0.33058923
1522,0.36165708
1523,0.19678389
1524,0.052291527
1525,0.3370787
1526,0.83323383
1527,0.51236737
1528,0.2178356
1529,0.18160342
1530,0.2577972
1531,0.13341637
1532,0.38463575
1533,0.70193315
1534,0.48034573
1535,0.16320689
1536,0.19973151
1537,0.92456573
1538,0.15052322
1539,0.07284873
1540,0.09389237
1541,0.70866024
1542,0.10866695
1543,0.24147403
1544,0.26309958
1545,0.13304108
1546,0.07541272
1547,0.6418998
1548,0.3489924
1549,0.43594697
1550,0.22182772
1551,0.19692159
1552,0.2334774
1553,0.6943735
1554,0.19176297
1555,0.93768454
1556,0.16743007
1557,0.076764405
1558,0.9376266
1559,0.6349933
1560,0.7408362
1561,0.1498762
1562,0.10121744
1563,0.48124656
1564,0.092933565
1565,0.24458157
1566,0.16954081
1567,0.076320484
1568,0.09494632
1569,0.21053512
1570,0.7660347
1571,0.22821118
1572,0.21190949
1573,0.2761974
1574,0.10378315
1575,0.18451212
1576,0.1798825
1577,0.119772226
1578,0.19335571
1579,0.16577134
1580,0.13099656
1581,0.101294346
1582,0.14597483
1583,0.09740142
1584,0.10110405
1585,0.16139895
1586,0.82389235
1587,0.6614404
1588,0.85860556
1589,0.13071416
1590,0.06877583
1591,0.20539798
1592,0.12966911
1593,0.12783438
1594,0.84542525
1595,0.63734984
1596,0.18022008
1597,0.11636112
1598,0.13927941
1599,0.288582
1600,0.122889616
1601,0.07742047
1602,0.12791286
1603,0.39822283
1604,0.1710889
1605,0.15820949
1606,0.30764958
1607,0.21458316
1608,0.23294915
1609,0.29587296
1610,0.13961948
1611,0.21591066
1612,0.67495906
1613,0.18855003
1614,0.47289163
1615,0.09657158
1616,0.9862608
1617,0.9505119
1618,0.1710311
1619,0.61351895
1620,0.9197021
1621,0.97297156
1622,0.30664685
1623,0.94700706
1624,0.30280304
1625,0.08877833
1626,0.063560106
1627,0.20348172
1628,0.1324272
1629,0.1327504
1630,0.115546495
1631,0.08368723
1632,0.972115
1633,0.93247044
1634,0.17745572
1635,0.13732778
1636,0.48242348
1637,0.1572668
1638,0.14117144
1639,0.105106845
1640,0.2740416
1641,0.123577066
1642,0.07913288
1643,0.14993815
1644,0.2592782
1645,0.10506339
1646,0.112076655
1647,0.93601274
1648,0.32943437
1649,0.25799358
1650,0.5534264
1651,0.94544667
1652,0.111823626
1653,0.13387136
1654,0.6065966
1655,0.10988259
1656,0.091492936
1657,0.096336916
1658,0.1613878
1659,0.28896588
1660,0.93042386
1661,0.24145782
1662,0.64093924
1663,0.1526736
1664,0.648417
1665,0.32008627
1666,0.20477691
1667,0.17779982
1668,0.68483466
