Id,Probability
177,0.050442267
178,0.043840956
179,0.023009986
180,0.06692178
181,0.020765303
182,0.03997399
183,0.04388347
184,0.04955707
185,0.0030013681
186,0.016596181
187,0.03386624
188,0.047702152
189,0.01988307
190,0.010576396
191,0.044534944
192,0.045273248
193,0.031962316
194,0.012945753
195,0.04482206
196,0.008029028
197,0.016596181
198,0.011519606
199,0.008195006
200,0.058294933
201,0.016596181
202,0.42452195
203,0.044590857
204,0.016596181
205,0.007962872
206,0.016596181
207,0.009657771
208,0.059983674
209,0.0019238647
210,0.07465918
211,0.04535728
212,0.010935631
213,0.016596181
214,0.016596181
215,0.07096463
216,0.047494013
217,0.051135644
218,0.04358875
219,0.010523455
220,0.028653305
221,0.040895518
222,0.016596181
223,0.011601014
224,0.043465964
225,0.05557346
226,0.019021124
227,0.044041816
228,0.07044725
229,0.39827344
230,0.1844559
231,0.028411845
232,0.027346143
233,0.02535036
234,0.008078375
235,0.29864225
236,0.026135717
237,0.0019452707
238,0.012743549
239,0.02932754
240,0.046165712
241,0.010004112
242,0.016596181
243,0.045360886
244,0.06490753
245,0.016596181
246,0.043867987
247,0.009961783
248,0.012027223
249,0.2769145
250,0.043851033
251,0.29195353
252,0.009179613
253,0.04724233
254,0.0075275195
255,0.0098513765
256,0.043465845
257,0.12507437
258,0.049820974
259,0.09245936
260,0.043811
261,0.034684375
262,0.016596181
263,0.04434896
264,0.044639878
265,0.016596181
266,0.0892994
267,0.04370595
268,0.28212404
269,0.016596181
270,0.045045976
271,0.047625717
272,0.008524327
273,0.016596181
274,0.016596181
275,0.033046596
276,0.010420581
277,0.016596181
278,0.04722364
279,0.043811835
280,0.38729253
281,0.045652017
282,0.046354096
283,0.0026717316
284,0.011268836
285,0.011760445
286,0.02996074
287,0.045861967
288,0.05484697
289,0.044111993
290,0.311399
291,0.011589298
292,0.027744118
293,0.04429915
294,0.007763357
295,0.01675445
296,0.016596181
297,0.03643846
298,0.007992372
299,0.009489325
300,0.0467439
301,0.016596181
302,0.027058681
303,0.02014108
304,0.38611072
305,0.03500406
306,0.0015392753
307,0.016596181
308,0.34130818
309,0.020515753
310,0.35819617
311,0.045040503
312,0.21011853
313,0.05062243
314,0.04413509
315,0.0827016
316,0.39565507
317,0.016596181
318,0.016596181
319,0.051352207
320,0.11738086
321,0.016596181
322,0.021429779
323,0.02274947
324,0.0508139
325,0.016596181
326,0.020026451
327,0.008783824
328,0.043474812
329,0.0029744245
330,0.020320876
331,0.043465465
332,0.018098978
333,0.034513596
334,0.026011541
335,0.045770567
336,0.016596181
337,0.22742239
338,0.016596181
339,0.016596181
340,0.016596181
341,0.016596181
342,0.04420905
343,0.029099824
344,0.0069374884
345,0.024085648
346,0.332135
347,0.046655446
348,0.043580424
349,0.011231793
350,0.04622514
351,0.04833688
352,0.016596181
353,0.096857935
354,0.016814299
355,0.016596181
356,0.33709723
357,0.007688921
358,0.016596181
359,0.12080968
360,0.016596181
361,0.022355424
362,0.016596181
363,0.020145636
364,0.22756788
365,0.12376611
366,0.02345196
367,0.044842962
368,0.013287591
369,0.2308068
370,0.016596181
371,0.050653055
372,0.012669093
373,0.016596181
374,0.016596181
375,0.0096029015
376,0.024804872
377,0.042973835
378,0.011207311
379,0.016596181
380,0.016596181
381,0.016888306
382,0.046845265
383,0.04703847
384,0.016596181
385,0.016596181
386,0.016596181
387,0.016820315
388,0.04411681
389,0.016596181
390,0.010906051
391,0.020458596
392,0.016596181
393,0.17460117
394,0.009760242
395,0.016596181
396,0.044794377
397,0.096191116
398,0.009159335
399,0.04419553
400,0.019801516
401,0.016596181
402,0.044848192
403,0.007555243
404,0.69585466
405,0.4869195
406,0.04506532
407,0.047875546
408,0.031116359
409,0.044603188
410,0.043761596
411,0.022786617
412,0.07261682
413,0.021788025
414,0.016596181
415,0.25934917
416,0.18659395
417,0.024541063
418,0.006049578
419,0.02423468
420,0.009028615
421,0.009341545
422,0.04459444
423,0.0019511861
424,0.016596181
425,0.016596181
426,0.016596181
427,0.044716462
428,0.059277035
429,0.01126053
430,0.32228044
431,0.009953152
432,0.016596181
433,0.004581395
434,0.016596181
435,0.045541283
436,0.057070013
437,0.1616657
438,0.033496305
439,0.043523267
440,0.016596181
441,0.04524215
442,0.042579822
443,0.04980891
444,0.04923124
445,0.30909947
446,0.010916759
447,0.14221232
448,0.04495353
449,0.016596181
450,0.048370946
451,0.008582271
452,0.09512251
453,0.016596181
454,0.02323356
455,0.035443887
456,0.023497885
457,0.00919538
458,0.06739994
459,0.009668563
460,0.044862147
461,0.044918347
462,0.016596181
463,0.04593078
464,0.044872116
465,0.016596181
466,0.023509124
467,0.021710005
468,0.0090665575
469,0.23381113
470,0.00661637
471,0.028940495
472,0.23697452
473,0.017355029
474,0.006539512
475,0.008727499
476,0.007620226
477,0.0227101
478,0.04754758
479,0.016596181
480,0.040552914
481,0.0069597303
482,0.04384129
483,0.016596181
484,0.008173436
485,0.21011853
486,0.016596181
487,0.04425501
488,0.10030652
489,0.016596181
490,0.019742398
491,0.041379813
492,0.30362582
493,0.016596181
494,0.32475898
495,0.004916311
496,0.016596181
497,0.011207185
498,0.11424804
499,0.010911067
500,0.027556844
501,0.01833515
502,0.025389727
503,0.04369413
504,0.024620246
505,0.08891702
506,0.016596181
507,0.016596181
508,0.016596181
509,0.016596181
510,0.021884326
511,0.21011853
512,0.04492602
513,0.046284374
514,0.016596181
515,0.28867558
516,0.016596181
517,0.033156134
518,0.029067239
519,0.025180597
520,0.026451591
521,0.011890061
522,0.046510298
523,0.025538456
524,0.04630948
525,0.43554783
526,0.07644412
527,0.043945916
528,0.050455607
529,0.016596181
530,0.016596181
531,0.010748571
532,0.016596181
533,0.0062328894
534,0.030566672
535,0.008771642
536,0.030788926
537,0.046667285
538,0.045387577
539,0.020859577
540,0.013053811
541,0.021643868
542,0.045501187
543,0.09005389
544,0.03810931
545,0.03441673
546,0.04160207
547,0.0105624795
548,0.007160944
549,0.2032622
550,0.22509164
551,0.059720103
552,0.016596181
553,0.025575668
554,0.016596181
555,0.03082521
556,0.012282348
557,0.01930358
558,0.044609264
559,0.050950103
560,0.014240649
561,0.030092264
562,0.06385711
563,0.038367204
564,0.14370851
565,0.013770889
566,0.016986638
567,0.03956806
568,0.3320541
569,0.043492742
570,0.20913197
571,0.019995317
572,0.017523637
573,0.08790733
574,0.016596181
575,0.008217633
576,0.043935888
577,0.01015768
578,0.10980287
579,0.0113921305
580,0.021271748
581,0.044539187
582,0.016775757
583,0.041388713
584,0.043527834
585,0.04403607
586,0.016596181
587,0.045143723
588,0.044109378
589,0.016596181
590,0.063631974
591,0.017436078
592,0.016596181
593,0.011395246
594,0.13756573
595,0.016596181
596,0.012639608
597,0.016596181
598,0.029989585
599,0.016596181
600,0.003879898
601,0.02779246
602,0.01796391
603,0.016596181
604,0.071781114
605,0.02459284
606,0.04607318
607,0.024905378
608,0.301486
609,0.04651291
610,0.04357307
611,0.0029143516
612,0.008702301
613,0.043691006
614,0.04565113
615,0.016596181
616,0.04598119
617,0.016596181
618,0.016596181
619,0.013013198
620,0.010494052
621,0.020504242
622,0.016596181
623,0.04743925
624,0.045056764
625,0.48883206
626,0.15153627
627,0.0154932225
628,0.0037899127
629,0.09372906
630,0.012934113
631,0.016596181
632,0.003990394
633,0.043566093
634,0.050466117
635,0.0016246167
636,0.016596181
637,0.043855667
638,0.055351987
639,0.016596181
640,0.016596181
641,0.28781077
642,0.10896051
643,0.42769992
644,0.05361782
645,0.33342135
646,0.030012773
647,0.06279193
648,0.043649532
649,0.010426546
650,0.34485835
651,0.04446728
652,0.028373603
653,0.20140117
654,0.027856441
655,0.016596181
656,0.016596181
657,0.010645513
658,0.11772616
659,0.14974718
660,0.046031076
661,0.1576361
662,0.09739511
663,0.18685049
664,0.40772575
665,0.016596181
666,0.012469607
667,0.022086177
668,0.34470066
669,0.024074718
670,0.009187433
671,0.052937552
672,0.025334949
673,0.0034875595
674,0.28484252
675,0.19719824
676,0.043819558
677,0.016720114
678,0.01846092
679,0.17907186
680,0.043795004
681,0.010964137
682,0.043781724
683,0.016596181
684,0.117520005
685,0.016596181
686,0.04410117
687,0.009009109
688,0.08955305
689,0.016596181
690,0.016596181
691,0.38951117
692,0.02839638
693,0.011216556
694,0.024255455
695,0.03133497
696,0.009275726
697,0.010057609
698,0.24101306
699,0.011193681
700,0.016596181
701,0.04580974
702,0.082890056
703,0.41078785
704,0.025264671
705,0.013377962
706,0.03581868
707,0.016596181
708,0.021313434
709,0.0021945855
710,0.046026513
711,0.12208541
712,0.016596181
713,0.041017275
714,0.016596181
715,0.6053992
716,0.019069768
717,0.044012174
718,0.028797789
719,0.0037420788
720,0.010618873
721,0.01778775
722,0.04538387
723,0.014056646
724,0.24358954
725,0.016596181
726,0.03271593
727,0.049599573
728,0.045271292
729,0.3603201
730,0.0127416
731,0.033979595
732,0.015626367
733,0.038657904
734,0.0649969
735,0.016596181
736,0.047318153
737,0.054831054
738,0.044544075
739,0.016596181
740,0.011233275
741,0.012216767
742,0.043987814
743,0.016596181
744,0.009978115
745,0.04513164
746,0.016596181
747,0.020942748
748,0.043976817
749,0.04576315
750,0.22615722
751,0.016596181
752,0.045771513
753,0.0026309812
754,0.018775502
755,0.016596181
756,0.016596181
757,0.010275113
758,0.031010838
759,0.036002547
760,0.016596181
761,0.010873297
762,0.06270329
763,0.016596181
764,0.04742796
765,0.04359905
766,0.016596181
767,0.043642953
768,0.029182365
769,0.044240795
770,0.027962089
771,0.17435989
772,0.023208164
773,0.010853802
774,0.04512975
775,0.02748976
776,0.080838755
777,0.043787036
778,0.022214806
779,0.3160538
780,0.046154484
781,0.017110873
782,0.016596181
783,0.044400226
784,0.010916116
785,0.054006986
786,0.045072578
787,0.024881683
788,0.053026564
789,0.29951048
790,0.017030062
791,0.32739154
792,0.048032116
793,0.029748214
794,0.31682098
795,0.016596181
796,0.11624604
797,0.025819931
798,0.046158366
799,0.044140615
800,0.016596181
801,0.01454803
802,0.043503907
803,0.016596181
804,0.2969745
805,0.045390688
806,0.016596181
807,0.1433894
808,0.045773644
809,0.04840334
810,0.04526176
811,0.016596181
812,0.044207245
813,0.043635033
814,0.05749449
815,0.045688156
816,0.011289017
817,0.02163226
818,0.013675675
819,0.04433254
820,0.010006304
821,0.23538293
822,0.016596181
823,0.005981192
824,0.03613215
825,0.03626866
826,0.016596181
827,0.046449456
828,0.017759789
829,0.024548503
830,0.09613504
831,0.016596181
832,0.17237058
833,0.016596181
834,0.055386566
835,0.025770556
836,0.17081894
837,0.013536834
838,0.06539652
839,0.31254494
840,0.04850518
841,0.046078738
842,0.044194542
843,0.04438565
844,0.40533787
845,0.4744513
846,0.016596181
847,0.010287277
848,0.2517171
849,0.016652526
850,0.028423145
851,0.011094588
852,0.07507198
853,0.016596181
854,0.016596181
855,0.016596181
856,0.044185594
857,0.026182959
858,0.006806261
859,0.048395146
860,0.28786623
861,0.008040616
862,0.016596181
863,0.04392947
864,0.004286557
865,0.016596181
866,0.013290628
867,0.047628563
868,0.049402468
869,0.016596181
870,0.016596181
871,0.043571163
872,0.016596181
873,0.009872704
874,0.016596181
875,0.044107027
876,0.012688732
877,0.03563587
878,0.016596181
879,0.044645473
880,0.012732306
881,0.047126327
882,0.07427738
883,0.043506175
884,0.00856033
885,0.028624851
886,0.074704245
887,0.34130815
888,0.046333626
889,0.029430207
890,0.020257251
891,0.016596181
892,0.60528684
893,0.41397783
894,0.026433522
895,0.016596181
896,0.016596181
897,0.016596181
898,0.044947755
899,0.016596181
900,0.040993895
901,0.0441674
902,0.019155312
903,0.016596181
904,0.016596181
905,0.013132982
906,0.11800649
907,0.06975794
908,0.058392778
909,0.043490995
910,0.056707647
911,0.04396879
912,0.009227618
913,0.018503081
914,0.0449815
915,0.011211654
916,0.019664304
917,0.008536918
918,0.020577198
919,0.0037839653
920,0.016596181
921,0.18826379
922,0.08935844
923,0.047003478
924,0.013521032
925,0.08471293
926,0.046891052
927,0.024312243
928,0.045136426
929,0.23353364
930,0.30721366
931,0.023903294
932,0.017249912
933,0.050899334
934,0.0081052035
935,0.0020200517
936,0.002618802
937,0.023339938
938,0.043766737
939,0.0016688886
940,0.07019064
941,0.0024743997
942,0.04618771
943,0.17175023
944,0.04365857
945,0.016596181
946,0.034247342
947,0.02162231
948,0.04416074
949,0.003926192
950,0.008668188
951,0.158044
952,0.044673793
953,0.005590227
954,0.07130912
955,0.04380191
956,0.015608575
957,0.017460093
958,0.016596181
959,0.011526809
960,0.016596181
961,0.016596181
962,0.016596181
963,0.026347728
964,0.044405166
965,0.044509344
966,0.045584347
967,0.04505332
968,0.2878317
969,0.28942925
970,0.011448754
971,0.34854227
972,0.016596181
973,0.044978783
974,0.016596181
975,0.06392821
976,0.054738756
977,0.045851048
978,0.054199632
979,0.64365256
980,0.00783268
981,0.04380487
982,0.041969117
983,0.008730016
984,0.039573994
985,0.33191827
986,0.018069865
987,0.020855224
988,0.024178071
989,0.017729769
990,0.016596181
991,0.0028032241
992,0.017428508
993,0.033037726
994,0.007953581
995,0.43620744
996,0.016596181
997,0.04378317
998,0.01688552
999,0.036873847
1000,0.006603651
1001,0.045915693
1002,0.043515876
1003,0.016596181
1004,0.045803525
1005,0.016596181
1006,0.039217573
1007,0.016596181
1008,0.016596181
1009,0.043702953
1010,0.0457933
1011,0.016596181
1012,0.016596181
1013,0.09886184
1014,0.009005003
1015,0.11246907
1016,0.0019420414
1017,0.07290669
1018,0.016596181
1019,0.007052162
1020,0.016596181
1021,0.0441444
1022,0.027923765
1023,0.23635484
1024,0.045926265
1025,0.013334979
1026,0.021094041
1027,0.0060180062
1028,0.0021861596
1029,0.009069785
1030,0.008402343
1031,0.045932483
1032,0.043946493
1033,0.029644858
1034,0.016596181
1035,0.015345962
1036,0.011886001
1037,0.016596181
1038,0.016596181
1039,0.016596181
1040,0.016596181
1041,0.28106734
1042,0.016596181
1043,0.04634666
1044,0.021919657
1045,0.013120308
1046,0.016480606
1047,0.022565538
1048,0.015139315
1049,0.041680288
1050,0.016596181
1051,0.04408285
1052,0.1264904
1053,0.002748052
1054,0.057621915
1055,0.0075103184
1056,0.008643405
1057,0.01306584
1058,0.10923108
1059,0.04479985
1060,0.0229519
1061,0.049091794
1062,0.04461615
1063,0.013591614
1064,0.048826396
1065,0.028854813
1066,0.016596181
1067,0.012124818
1068,0.016596181
1069,0.016596181
1070,0.009634061
1071,0.044999715
1072,0.3253706
1073,0.04410106
1074,0.044102043
1075,0.044695858
1076,0.03576752
1077,0.0033456448
1078,0.22156228
1079,0.044674076
1080,0.020497588
1081,0.14026071
1082,0.016596181
1083,0.042988714
1084,0.016596181
1085,0.0077956296
1086,0.010580913
1087,0.04469995
1088,0.26140684
1089,0.016596181
1090,0.028357781
1091,0.010474592
1092,0.06024483
1093,0.037373554
1094,0.10482649
1095,0.024954196
1096,0.04371699
1097,0.0457914
1098,0.055226076
1099,0.04448003
1100,0.029068228
1101,0.012573434
1102,0.016596181
1103,0.007917128
1104,0.043856036
1105,0.028400801
1106,0.0046380847
1107,0.11811285
1108,0.05427426
1109,0.01699531
1110,0.016596181
1111,0.030059973
1112,0.029513588
1113,0.0451585
1114,0.025141764
1115,0.016596181
1116,0.053225942
1117,0.19973214
1118,0.012950305
1119,0.044622738
1120,0.016596181
1121,0.028857935
1122,0.010298902
1123,0.052052125
1124,0.025034474
1125,0.07907014
1126,0.016596181
1127,0.23521046
1128,0.01111623
1129,0.04474968
1130,0.04368206
1131,0.37021077
1132,0.21011853
1133,0.057356164
1134,0.25388175
1135,0.02629965
1136,0.0044470914
1137,0.003909695
1138,0.026884764
1139,0.016596181
1140,0.011077659
1141,0.014010832
1142,0.21548751
1143,0.36792454
1144,0.04483406
1145,0.045845766
1146,0.047698114
1147,0.03762583
1148,0.04769896
1149,0.04220178
1150,0.009645055
1151,0.04710706
1152,0.007790666
1153,0.043806866
1154,0.114325404
1155,0.003882079
1156,0.4287635
1157,0.32612774
1158,0.016596181
1159,0.043559283
1160,0.31766874
1161,0.04484517
1162,0.036094327
1163,0.047073703
1164,0.054484025
1165,0.01351175
1166,0.37943986
1167,0.0091334535
1168,0.016596181
1169,0.027580287
1170,0.3791408
1171,0.016795896
1172,0.023801273
1173,0.021188028
1174,0.04640831
1175,0.33540046
1176,0.47854036
1177,0.089855574
1178,0.045872726
1179,0.076120615
1180,0.46086448
1181,0.045743614
1182,0.044159006
1183,0.3130913
1184,0.02568425
1185,0.09384819
1186,0.043580018
1187,0.25319505
1188,0.04434655
1189,0.025906688
1190,0.6553583
1191,0.0075028045
1192,0.3933577
1193,0.013365104
1194,0.12709098
1195,0.016596181
1196,0.003075196
1197,0.016120177
1198,0.0451411
1199,0.016596181
1200,0.034148626
1201,0.009160701
1202,0.010463911
1203,0.0025351802
1204,0.016596181
1205,0.00991801
1206,0.5884918
1207,0.016596181
1208,0.106733724
1209,0.04502721
1210,0.048134606
1211,0.2943245
1212,0.010102222
1213,0.007848849
1214,0.41827708
1215,0.021083292
1216,0.04846615
1217,0.007643599
1218,0.044978138
1219,0.016596181
1220,0.045972776
1221,0.016596181
1222,0.0616153
1223,0.016596181
1224,0.02842774
1225,0.043830328
1226,0.016596181
1227,0.043614905
1228,0.50564075
1229,0.4865842
1230,0.021283012
1231,0.2083024
1232,0.03271145
1233,0.709988
1234,0.69655013
1235,0.01971616
1236,0.044191398
1237,0.6166662
1238,0.053553578
1239,0.019882092
1240,0.002093688
1241,0.042739224
1242,0.016596181
1243,0.04409551
1244,0.043976806
1245,0.18661009
1246,0.02769675
1247,0.0036702747
1248,0.052818626
1249,0.033099763
1250,0.10620038
1251,0.046862092
1252,0.009023186
1253,0.07124969
1254,0.016596181
1255,0.062870346
1256,0.044049505
1257,0.032415655
1258,0.01096816
1259,0.25370917
1260,0.045192875
1261,0.055726007
1262,0.065666884
1263,0.04135816
1264,0.016596181
1265,0.045179307
1266,0.04399117
1267,0.047990706
1268,0.024684936
1269,0.02772879
1270,0.012900461
1271,0.23874715
1272,0.052068986
1273,0.047874413
1274,0.33411127
1275,0.4634668
1276,0.016596181
1277,0.3179747
1278,0.0155002335
1279,0.008682657
1280,0.26873076
1281,0.016596181
1282,0.05039754
1283,0.04926783
1284,0.007522156
1285,0.016596181
1286,0.04557169
1287,0.08630643
1288,0.028482968
1289,0.020174494
1290,0.02528241
1291,0.12750454
1292,0.04694519
1293,0.35651675
1294,0.030209886
1295,0.010553885
1296,0.02505667
1297,0.054293837
1298,0.016596181
1299,0.13956508
1300,0.010201215
1301,0.016596181
1302,0.2295327
1303,0.07233932
1304,0.021771837
1305,0.008036711
1306,0.0449751
1307,0.0026650112
1308,0.04377959
1309,0.054290626
1310,0.012797216
1311,0.007788562
1312,0.046032637
1313,0.011112362
1314,0.047398433
1315,0.043696463
1316,0.31220984
1317,0.009852531
1318,0.009720064
1319,0.016596181
1320,0.003227331
1321,0.04427871
1322,0.044533424
1323,0.016596181
1324,0.047533914
1325,0.04452762
1326,0.03865005
1327,0.044130113
1328,0.048487637
1329,0.013917978
1330,0.021369176
1331,0.0023438814
1332,0.049271874
1333,0.016596181
1334,0.04634553
1335,0.07183505
1336,0.010944536
1337,0.057921287
1338,0.32129017
1339,0.04185491
1340,0.016596181
1341,0.01692194
1342,0.016596181
1343,0.027976783
1344,0.016596181
1345,0.018957293
1346,0.03807066
1347,0.07954505
1348,0.30157632
1349,0.016596181
1350,0.0324594
1351,0.04371293
1352,0.016596181
1353,0.016596181
1354,0.05600258
1355,0.04435778
1356,0.04827112
1357,0.016596181
1358,0.043523
1359,0.016596181
1360,0.062326603
1361,0.008450843
1362,0.016596181
1363,0.013637707
1364,0.04448003
1365,0.009114631
1366,0.006296617
1367,0.23038514
1368,0.45215747
1369,0.023826877
1370,0.058691725
1371,0.0039884592
1372,0.016596181
1373,0.04665024
1374,0.045266446
1375,0.028992897
1376,0.06726112
1377,0.016596181
1378,0.016596181
1379,0.006724619
1380,0.08369513
1381,0.13439094
1382,0.044250395
1383,0.010101845
1384,0.009057689
1385,0.016596181
1386,0.047425505
1387,0.06032188
1388,0.046837002
1389,0.02260774
1390,0.035438653
1391,0.017462106
1392,0.028032571
1393,0.07193977
1394,0.016596181
1395,0.042879555
1396,0.043892194
1397,0.0445114
1398,0.12578313
1399,0.050390422
1400,0.03818594
1401,0.041119847
1402,0.04431563
1403,0.052529953
1404,0.016596181
1405,0.04365408
1406,0.051482227
1407,0.045467075
1408,0.021062974
1409,0.043503106
1410,0.013452262
1411,0.02451431
1412,0.043866877
1413,0.012905837
1414,0.030140879
1415,0.016596181
1416,0.016596181
1417,0.019251939
1418,0.5123695
1419,0.043857727
1420,0.024219813
1421,0.05803802
1422,0.016596181
1423,0.04370606
1424,0.016596181
1425,0.013272113
1426,0.016596181
1427,0.0453131
1428,0.016596181
1429,0.010010801
1430,0.059351303
1431,0.016596181
1432,0.019471383
1433,0.011371671
1434,0.045252446
1435,0.5419272
1436,0.044275273
1437,0.00775145
1438,0.01208923
1439,0.3210794
1440,0.02518548
1441,0.016596181
1442,0.0065449234
1443,0.012968323
1444,0.012322367
1445,0.35622704
1446,0.081190206
1447,0.016596181
1448,0.0022533552
1449,0.00887832
1450,0.16113292
1451,0.017540574
1452,0.013279045
1453,0.016596181
1454,0.04843735
1455,0.25513136
1456,0.04529404
1457,0.04415597
1458,0.011583051
1459,0.016596181
1460,0.016596181
1461,0.006980229
1462,0.12113637
1463,0.009199185
1464,0.03273478
1465,0.012183856
1466,0.05106889
1467,0.0021282102
1468,0.19775583
1469,0.017276293
1470,0.15386946
1471,0.048263308
1472,0.015089054
1473,0.011007895
1474,0.28761736
1475,0.22471775
1476,0.024269218
1477,0.016596181
1478,0.04878103
1479,0.016596181
1480,0.044307195
1481,0.049107023
1482,0.002072552
1483,0.04251068
1484,0.3367312
1485,0.3909016
1486,0.043598462
1487,0.044284828
1488,0.04556089
1489,0.044026896
1490,0.047136452
1491,0.045236487
1492,0.013435697
1493,0.047000553
1494,0.1024026
1495,0.04436502
1496,0.011762846
1497,0.118171714
1498,0.011016624
1499,0.044594917
1500,0.1221429
1501,0.04578961
1502,0.06177138
1503,0.0585472
1504,0.0028254814
1505,0.046903487
1506,0.027366895
1507,0.045452446
1508,0.030854443
1509,0.016596181
1510,0.007565958
1511,0.044220444
1512,0.012218303
1513,0.039368875
1514,0.017818369
1515,0.016596181
1516,0.28846377
1517,0.059831634
1518,0.043557215
1519,0.04489307
1520,0.034011662
1521,0.044553574
1522,0.016596181
1523,0.0024291386
1524,0.044136185
1525,0.18679796
1526,0.04934217
1527,0.04641661
1528,0.016596181
1529,0.029050535
1530,0.011510608
1531,0.034897085
1532,0.15803745
1533,0.045644816
1534,0.030688813
1535,0.016596181
1536,0.3319611
1537,0.012367372
1538,0.008423497
1539,0.011600615
1540,0.13411176
1541,0.016596181
1542,0.04913221
1543,0.042639658
1544,0.003078651
1545,0.009556497
1546,0.10111692
1547,0.03456066
1548,0.04485847
1549,0.03037693
1550,0.021892881
1551,0.018746305
1552,0.1545821
1553,0.0466011
1554,0.49069783
1555,0.016596181
1556,0.00881329
1557,0.48042813
1558,0.088436805
1559,0.24012005
1560,0.00959061
1561,0.0104419235
1562,0.017786968
1563,0.009504118
1564,0.029981652
1565,0.011310337
1566,0.013580534
1567,0.013189135
1568,0.04402819
1569,0.21132962
1570,0.043497425
1571,0.021010844
1572,0.04613301
1573,0.016596181
1574,0.04374764
1575,0.04375534
1576,0.013896961
1577,0.016596181
1578,0.016596181
1579,0.0240238
1580,0.016596181
1581,0.016596181
1582,0.016596181
1583,0.016596181
1584,0.011505509
1585,0.20463626
1586,0.11583973
1587,0.2805912
1588,0.022912886
1589,0.007407378
1590,0.020967104
1591,0.016596181
1592,0.016596181
1593,0.25472966
1594,0.08047996
1595,0.030921986
1596,0.014142099
1597,0.016596181
1598,0.027705168
1599,0.016596181
1600,0.009501528
1601,0.016596181
1602,0.04451697
1603,0.041811347
1604,0.026117524
1605,0.044420827
1606,0.012145031
1607,0.047784634
1608,0.031692594
1609,0.0430811
1610,0.045184635
1611,0.12060226
1612,0.016596181
1613,0.04612657
1614,0.002963728
1615,0.8012001
1616,0.56080747
1617,0.021175366
1618,0.06551477
1619,0.44932044
1620,0.48483792
1621,0.016596181
1622,0.46277252
1623,0.043623444
1624,0.010321985
1625,0.007901369
1626,0.011070254
1627,0.02409076
1628,0.016596181
1629,0.044718135
1630,0.009784954
1631,0.39000916
1632,0.5719187
1633,0.016596181
1634,0.016596181
1635,0.057524852
1636,0.022871533
1637,0.016596181
1638,0.010002667
1639,0.049789187
1640,0.02227123
1641,0.016596181
1642,0.0115251085
1643,0.017443398
1644,0.009871412
1645,0.008473809
1646,0.40828717
1647,0.045140002
1648,0.045837477
1649,0.018360114
1650,0.53191495
1651,0.016596181
1652,0.016596181
1653,0.044180386
1654,0.016596181
1655,0.016596181
1656,0.030463995
1657,0.020818556
1658,0.044766337
